year;month;cloud_cover;sunshine;global_radiation;max_temp;temp;min_temp;precipitation;pressure;snow_depth;avg(year);avg(month)
2014;1;4.968;2.203;32.645;9.881;6.877;3.755;5.239;100161.613;0.0;2014.0;1.0
2014;2;4.25;3.275;59.25;10.6;7.532;4.436;3.207;99848.214;0.0;2014.0;2.0
2014;3;3.194;5.206;120.839;14.4;9.271;4.374;0.897;101592.258;0.0;2014.0;3.0
2014;4;3.8;5.23;158.133;15.973;11.82;7.467;1.933;101465.0;0.0;2014.0;4.0
2014;5;4.516;5.768;191.516;18.255;13.906;9.777;2.729;101501.935;0.0;2014.0;5.0
2014;6;3.9;7.34;235.5;22.137;17.32;12.497;1.36;101907.333;0.0;2014.0;6.0
2014;7;3.0;7.948;237.0;25.835;20.384;14.952;1.613;101536.774;0.0;2014.0;7.0
2014;8;3.71;5.923;183.839;21.513;17.242;12.713;3.148;101150.645;0.0;2014.0;8.0
2014;9;2.933;4.487;120.267;21.547;17.143;12.767;0.36;101961.667;0.0;2014.0;9.0
2014;10;4.548;3.348;71.516;17.458;14.294;10.987;2.452;101246.129;0.0;2014.0;10.0
2014;11;4.833;1.703;35.0;12.153;9.71;6.873;4.28;100681.667;0.0;2014.0;11.0
2014;12;3.968;2.31;27.71;9.355;6.097;2.965;1.219;101924.839;0.0;2014.0;12.0
2015;1;4.419;2.0;30.355;8.571;5.248;1.632;2.045;101432.581;0.0;2015.0;1.0
2015;2;4.679;2.282;49.214;8.236;4.907;1.75;1.379;101679.643;0.0;2015.0;2.0
2015;3;3.677;4.539;110.935;11.597;7.868;4.103;0.774;102090.0;0.0;2015.0;3.0
2015;4;3.033;7.07;185.2;16.29;11.123;5.95;0.54;102172.667;0.0;2015.0;4.0
2015;5;4.452;6.097;203.419;17.658;13.184;8.765;1.342;101486.452;0.0;2015.0;5.0
2015;6;3.533;6.567;220.367;22.903;16.843;11.4;0.407;101988.333;0.0;2015.0;6.0
2015;7;5.0;6.119;204.258;23.184;18.784;13.839;2.316;101437.742;0.0;2015.0;7.0
2015;8;5.806;4.326;154.839;22.106;18.152;14.074;3.768;101436.129;0.0;2015.0;8.0
2015;9;4.3;5.41;129.633;18.62;14.423;10.163;1.667;101731.0;0.0;2015.0;9.0
2015;10;5.677;3.039;68.355;15.639;12.565;9.258;1.284;101800.968;0.0;2015.0;10.0
2015;11;6.467;0.923;27.6;13.47;10.71;7.953;1.607;101565.0;0.0;2015.0;11.0
2015;12;6.29;1.129;20.581;13.519;11.287;8.852;1.271;101836.129;0.0;2015.0;12.0
2016;1;5.323;1.768;29.387;9.606;6.252;3.029;2.413;100838.065;0.0;2016.0;1.0
2016;2;5.276;2.993;57.586;9.317;6.1;2.862;1.51;101026.552;0.0;2016.0;2.0
2016;3;5.355;3.977;104.742;10.726;6.994;3.235;2.348;101449.032;0.0;2016.0;3.0
2016;4;5.0;5.667;168.733;13.6;9.187;4.893;1.573;101263.0;0.0;2016.0;4.0
2016;5;4.903;6.216;199.452;18.926;14.368;9.742;1.948;101458.387;0.0;2016.0;5.0
2016;6;6.367;3.39;156.966;20.863;16.683;12.693;3.113;101437.333;0.0;2016.0;6.0
2016;7;5.226;5.897;187.613;23.929;19.213;14.477;0.516;101709.032;0.0;2016.0;7.0
2016;8;4.161;6.497;186.645;24.916;19.687;14.619;0.697;101833.548;0.0;2016.0;8.0
2016;9;5.067;4.07;110.267;22.06;18.017;13.677;1.407;101712.667;0.0;2016.0;9.0
2016;10;5.258;3.406;73.258;15.819;12.29;8.648;0.697;102166.452;0.0;2016.0;10.0
2016;11;4.967;2.58;39.833;10.363;7.15;3.793;2.88;101457.333;0.0;2016.0;11.0
2016;12;5.387;1.777;23.871;10.303;6.823;3.406;0.335;102761.29;0.0;2016.0;12.0
2017;1;4.903;2.081;30.548;7.639;4.123;0.665;1.942;102335.484;0.0;2017.0;1.0
2017;2;6.429;1.707;44.893;9.939;7.239;4.439;1.364;101388.214;0.0;2017.0;2.0
2017;3;5.452;3.752;102.0;14.342;10.371;6.626;0.832;101489.032;0.0;2017.0;3.0
2017;4;4.4;6.207;171.267;15.783;10.87;5.903;0.153;102254.333;0.0;2017.0;4.0
2017;5;5.065;5.316;181.867;20.155;15.09;10.384;2.09;101668.387;0.0;2017.0;5.0
2017;6;4.433;6.81;208.231;23.9;18.953;13.92;1.547;101332.333;0.0;2017.0;6.0
2017;7;5.516;5.742;182.903;23.806;19.387;14.926;2.903;101396.774;0.0;2017.0;7.0
2017;8;4.935;5.642;174.097;22.003;17.758;13.513;1.89;101630.0;0.0;2017.0;8.0
2017;9;5.5;4.003;115.533;19.077;15.09;10.993;1.967;101347.0;0.0;2017.0;9.0
2017;10;5.774;2.729;64.742;16.977;13.697;10.342;0.297;101838.065;0.0;2017.0;10.0
2017;11;5.5;2.223;38.0;10.837;7.81;4.493;1.14;101645.0;0.0;2017.0;11.0
2017;12;5.774;1.413;21.935;8.684;5.784;2.89;2.619;101372.581;0.032;2017.0;12.0
2018;1;6.032;1.5;27.774;9.642;6.716;3.803;1.871;101105.806;0.0;2018.0;1.0
2018;2;5.214;3.286;60.071;6.475;3.682;0.639;1.036;101726.429;0.036;2018.0;2.0
2018;3;6.645;2.268;82.742;10.077;6.397;3.003;2.619;100195.161;0.065;2018.0;3.0
2018;4;5.667;3.78;129.833;15.643;11.703;7.937;2.173;101047.0;0.0;2018.0;4.0
2018;5;3.677;8.01;200.645;21.139;15.348;9.835;1.884;101793.226;0.0;2018.0;5.0
2018;6;4.133;7.817;164.367;24.487;18.66;13.113;0.013;101953.333;0.0;2018.0;6.0
2018;7;3.516;8.79;194.742;28.103;22.31;16.358;0.477;101652.258;0.0;2018.0;7.0
2018;8;4.484;5.874;178.484;24.426;19.5;14.51;1.555;101679.355;0.0;2018.0;8.0
2018;9;3.933;6.5;142.767;20.647;15.927;10.963;0.98;102103.667;0.0;2018.0;9.0
2018;10;4.419;4.419;81.161;16.335;12.49;8.465;1.968;101813.548;0.0;2018.0;10.0
2018;11;5.233;2.43;39.167;12.29;9.02;5.847;2.46;101206.333;0.0;2018.0;11.0
2018;12;5.871;1.3;22.032;10.568;7.91;5.155;1.955;101692.581;0.0;2018.0;12.0
2019;1;5.903;1.819;29.871;7.371;4.806;1.987;1.071;101839.355;0.0;2019.0;1.0
2019;2;4.107;4.293;67.643;12.714;7.843;3.271;1.221;101999.286;0.071;2019.0;2.0
2019;3;5.548;3.839;103.806;13.229;9.484;5.845;1.6;101650.645;0.0;2019.0;3.0
2019;4;4.6;5.67;163.8;15.923;10.737;5.7;0.427;101407.667;0.0;2019.0;4.0
2019;5;5.032;5.687;194.161;18.839;13.448;8.361;1.161;101714.839;0.0;2019.0;5.0
2019;6;5.433;5.67;166.267;21.67;16.893;11.923;2.727;101446.333;0.0;2019.0;6.0
2019;7;4.806;6.274;191.29;25.574;20.181;14.91;1.639;101598.387;0.0;2019.0;7.0
2019;8;4.0;6.49;188.806;25.065;19.642;14.077;1.084;101430.645;0.0;2019.0;8.0
2019;9;4.2;5.227;127.133;21.223;16.54;11.827;2.1;101756.0;0.0;2019.0;9.0
2019;10;5.806;2.387;61.161;15.3;12.052;8.639;2.994;101119.677;0.0;2019.0;10.0
2019;11;5.9;1.71;34.567;10.007;7.3;4.3;2.493;100103.0;0.0;2019.0;11.0
2019;12;5.226;1.813;25.419;10.223;7.068;3.955;2.89;100923.548;0.0;2019.0;12.0
2020;1;5.484;1.877;34.677;9.929;7.555;5.235;1.477;101974.516;;2020.0;1.0
2020;2;5.724;2.276;61.241;11.129;8.243;5.321;3.479;101061.034;;2020.0;2.0
2020;3;4.419;5.461;135.419;11.893;7.973;4.174;1.4;101673.548;;2020.0;3.0
2020;4;3.867;9.167;233.533;18.187;12.353;6.573;1.247;101737.333;;2020.0;4.0
2020;5;3.871;10.668;314.161;21.247;15.257;9.323;0.083;102164.516;;2020.0;5.0
2020;6;4.933;7.087;261.733;22.57;17.717;12.707;1.828;101264.667;;2020.0;6.0
2020;7;5.323;5.942;244.548;23.807;18.6;13.535;1.173;101668.71;;2020.0;7.0
2020;8;5.0;6.135;210.742;25.2;20.393;15.739;1.813;101224.194;;2020.0;8.0
2020;9;4.2;6.54;170.0;21.693;16.617;11.58;0.64;101695.0;;2020.0;9.0
2020;10;5.774;1.887;72.516;14.97;11.933;9.039;4.632;100804.516;;2020.0;10.0
2020;11;5.933;1.717;43.167;12.637;9.807;7.027;1.66;101939.0;;2020.0;11.0
2020;12;5.467;1.426;27.968;8.326;6.232;4.187;2.335;100303.871;;2020.0;12.0
